包螟家疙,包螟矫埃,困档,版档,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),,浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
傣利档,2022-12-23 17:53,37.226333,126.156556,667,-,-,-,-,-,-,6.9,辑合辑,299,-7.2,1014.9,-
傣利档,2022-12-23 17:54,37.226333,126.156556,665,-,-,-,-,-,-,5.5,合辑,304,-7.2,1014.9,-
傣利档,2022-12-23 17:55,37.226333,126.156556,662,-,-,-,-,-,-,4.4,合辑,318,-7.2,1014.9,-
傣利档,2022-12-23 17:56,37.226333,126.156556,662,-,-,-,-,-,-,5.9,合辑,313,-7.1,1015,-
傣利档,2022-12-23 17:57,37.226333,126.156556,661,-,-,-,-,-,-,2.9,辑合辑,288,-7,1015,-
傣利档,2022-12-23 17:58,37.226333,126.156556,658,-,-,-,-,-,-,5.7,辑合辑,295,-7,1014.9,-
傣利档,2022-12-23 17:59,37.226333,126.156556,655,-,-,-,-,-,-,4.1,合辑,321,-7,1015,-
傣利档,2022-12-23 18:00,37.226333,126.156556,654,-,-,-,-,-,-,3.2,合辑,324,-7,1015,-
傣利档,2022-12-23 18:01,37.226333,126.156556,653,-,-,-,-,-,-,3.9,合合辑,342,-7,1015.1,-
傣利档,2022-12-23 18:02,37.226333,126.156556,652,-,-,-,-,-,-,4.6,合,354,-7,1015,-
傣利档,2022-12-23 18:03,37.226333,126.156556,652,-,-,-,-,-,-,6,合,354,-7,1014.9,-
傣利档,2022-12-23 18:04,37.226333,126.156556,650,-,-,-,-,-,-,4.8,合,0,-7,1015,-
傣利档,2022-12-23 18:05,37.226333,126.156556,648,-,-,-,-,-,-,3.9,合辑,311,-7,1015,-
傣利档,2022-12-23 18:06,37.226333,126.156556,645,-,-,-,-,-,-,4.1,合合辑,346,-7.1,1015.1,-
傣利档,2022-12-23 18:07,37.226333,126.156556,644,-,-,-,-,-,-,7.6,合,351,-7.1,1015,-
傣利档,2022-12-23 18:08,37.226333,126.156556,645,-,-,-,-,-,-,3.3,合辑,318,-7,1015.1,-
傣利档,2022-12-23 18:09,37.226333,126.156556,642,-,-,-,-,-,-,4.1,合辑,324,-6.9,1015.2,-
傣利档,2022-12-23 18:10,37.226333,126.156556,640,-,-,-,-,-,-,2.3,合合辑,342,-6.9,1015.2,-
傣利档,2022-12-23 18:11,37.226333,126.156556,639,-,-,-,-,-,-,4.3,辑合辑,295,-6.9,1015.1,-
傣利档,2022-12-23 18:12,37.226333,126.156556,636,-,-,-,-,-,-,4.3,合辑,318,-6.9,1015.2,-
傣利档,2022-12-23 18:13,37.226333,126.156556,633,-,-,-,-,-,-,4.8,合辑,310,-6.9,1015.2,-
傣利档,2022-12-23 18:14,37.226333,126.156556,631,-,-,-,-,-,-,2.7,合合辑,348,-6.9,1015.2,-
傣利档,2022-12-23 18:15,37.226333,126.156556,629,-,-,-,-,-,-,3.5,辑合辑,302,-6.9,1015.2,-
傣利档,2022-12-23 18:16,37.226333,126.156556,628,-,-,-,-,-,-,6.2,辑合辑,302,-6.8,1015.2,-
傣利档,2022-12-23 18:17,37.226333,126.156556,627,-,-,-,-,-,-,4.2,合合辑,327,-6.8,1015.3,-
傣利档,2022-12-23 18:18,37.226333,126.156556,626,-,-,-,-,-,-,6,合辑,307,-6.8,1015,-
傣利档,2022-12-23 18:19,37.226333,126.156556,625,-,-,-,-,-,-,6.2,辑合辑,295,-6.8,1015.1,-
傣利档,2022-12-23 18:20,37.226333,126.156556,622,-,-,-,-,-,-,4.7,合辑,315,-6.8,1015.2,-
傣利档,2022-12-23 18:21,37.226333,126.156556,620,-,-,-,-,-,-,3.7,合合辑,348,-6.8,1015.3,-
傣利档,2022-12-23 18:22,37.226333,126.156556,617,-,-,-,-,-,-,3.9,合合悼,13,-6.9,1015.4,-
傣利档,2022-12-23 18:23,37.226333,126.156556,615,-,-,-,-,-,-,1.6,合合辑,347,-6.9,1015.4,-
傣利档,2022-12-23 18:24,37.226333,126.156556,613,-,-,-,-,-,-,2.5,合辑,311,-6.9,1015.3,-
傣利档,2022-12-23 18:25,37.226333,126.156556,611,-,-,-,-,-,-,5.7,合辑,311,-6.9,1015.4,-
傣利档,2022-12-23 18:26,37.226333,126.156556,609,-,-,-,-,-,-,4.4,合合辑,348,-6.9,1015.4,-
傣利档,2022-12-23 18:27,37.226333,126.156556,607,-,-,-,-,-,-,4.1,合辑,317,-6.9,1015.3,-
傣利档,2022-12-23 18:28,37.226333,126.156556,604,-,-,-,-,-,-,3.2,辑,277,-7,1015.5,-
傣利档,2022-12-23 18:29,37.226333,126.156556,604,-,-,-,-,-,-,1.4,合合悼,31,-7,1015.4,-
傣利档,2022-12-23 18:30,37.226333,126.156556,603,-,-,-,-,-,-,3.7,辑合辑,296,-6.9,1015.4,-
傣利档,2022-12-23 18:31,37.226333,126.156556,600,-,-,-,-,-,-,7.1,辑合辑,286,-6.9,1015.3,-
傣利档,2022-12-23 18:32,37.226333,126.156556,600,-,-,-,-,-,-,3.6,合,358,-6.9,1015.5,-
傣利档,2022-12-23 18:33,37.226333,126.156556,596,-,-,-,-,-,-,2.8,合合辑,343,-6.8,1015.4,-
傣利档,2022-12-23 18:34,37.226333,126.156556,595,-,-,-,-,-,-,3.7,辑合辑,295,-6.9,1015.6,-
傣利档,2022-12-23 18:35,37.226333,126.156556,593,-,-,-,-,-,-,3.5,合合辑,329,-6.9,1015.6,-
傣利档,2022-12-23 18:36,37.226333,126.156556,590,-,-,-,-,-,-,1.6,辑合辑,298,-6.9,1015.5,-
傣利档,2022-12-23 18:37,37.226333,126.156556,588,-,-,-,-,-,-,2.4,辑合辑,298,-6.9,1015.5,-
傣利档,2022-12-23 18:38,37.226333,126.156556,586,-,-,-,-,-,-,3.6,辑,272,-7,1015.6,-
傣利档,2022-12-23 18:39,37.226333,126.156556,584,-,-,-,-,-,-,4.6,合合辑,327,-7,1015.6,-
傣利档,2022-12-23 18:40,37.226333,126.156556,583,-,-,-,-,-,-,4.3,合合辑,336,-7,1015.6,-
傣利档,2022-12-23 18:41,37.226333,126.156556,579,-,-,-,-,-,-,3.4,辑,279,-7,1015.5,-
傣利档,2022-12-23 18:42,37.226333,126.156556,576,-,-,-,-,-,-,6.6,合合辑,334,-7,1015.6,-
傣利档,2022-12-23 18:43,37.226333,126.156556,575,-,-,-,-,-,-,4.2,合辑,323,-6.9,1015.5,-
傣利档,2022-12-23 18:44,37.226333,126.156556,574,-,-,-,-,-,-,2.5,辑合辑,290,-6.8,1015.6,-
傣利档,2022-12-23 18:45,37.226333,126.156556,571,-,-,-,-,-,-,4.1,辑合辑,299,-6.8,1015.6,-
傣利档,2022-12-23 18:46,37.226333,126.156556,568,-,-,-,-,-,-,4.8,合辑,309,-6.8,1015.6,-
傣利档,2022-12-23 18:47,37.226333,126.156556,566,-,-,-,-,-,-,5.2,辑合辑,303,-6.8,1015.6,-
傣利档,2022-12-23 18:48,37.226333,126.156556,564,-,-,-,-,-,-,4.4,辑合辑,297,-6.8,1015.6,-
傣利档,2022-12-23 18:49,37.226333,126.156556,563,-,-,-,-,-,-,3.2,合辑,320,-7,1015.6,-
傣利档,2022-12-23 18:50,37.226333,126.156556,561,-,-,-,-,-,-,2.3,合合辑,342,-7,1015.6,-
傣利档,2022-12-23 18:51,37.226333,126.156556,559,-,-,-,-,-,-,3.5,合辑,304,-6.9,1015.6,-
傣利档,2022-12-23 18:52,37.226333,126.156556,556,-,-,-,-,-,-,4.3,合辑,308,-6.9,1015.6,-
傣利档,2022-12-23 18:53,37.226333,126.156556,553,-,-,-,-,-,-,5.3,辑合辑,303,-6.9,1015.6,-
傣利档,2022-12-23 18:54,37.226333,126.156556,550,-,-,-,-,-,-,3.4,辑合辑,303,-6.8,1015.7,-
傣利档,2022-12-23 18:55,37.226333,126.156556,548,-,-,-,-,-,-,7.3,合合辑,334,-6.8,1015.6,-
傣利档,2022-12-23 18:56,37.226333,126.156556,546,-,-,-,-,-,-,3.2,合辑,316,-6.9,1015.7,-
傣利档,2022-12-23 18:57,37.226333,126.156556,542,-,-,-,-,-,-,5.4,合辑,306,-6.9,1015.6,-
傣利档,2022-12-23 18:58,37.226333,126.156556,539,-,-,-,-,-,-,4.7,辑,278,-6.9,1015.5,-
傣利档,2022-12-23 18:59,37.226333,126.156556,538,-,-,-,-,-,-,6,合合辑,336,-7,1015.6,-
傣利档,2022-12-23 19:00,37.226333,126.156556,536,-,-,-,-,-,-,4,合合辑,343,-6.9,1015.6,-
傣利档,2022-12-23 19:01,37.226333,126.156556,534,-,-,-,-,-,-,3.6,合合辑,332,-6.9,1015.7,-
傣利档,2022-12-23 19:02,37.226333,126.156556,532,-,-,-,-,-,-,5.6,合合辑,338,-6.9,1015.6,-
傣利档,2022-12-23 19:03,37.226333,126.156556,530,-,-,-,-,-,-,4.5,辑合辑,296,-6.9,1015.6,-
傣利档,2022-12-23 19:04,37.226333,126.156556,528,-,-,-,-,-,-,7,合辑,324,-6.9,1015.7,-
傣利档,2022-12-23 19:05,37.226333,126.156556,525,-,-,-,-,-,-,5.3,合辑,312,-6.9,1015.7,-
傣利档,2022-12-23 19:06,37.226333,126.156556,522,-,-,-,-,-,-,5.1,合辑,325,-6.8,1015.8,-
傣利档,2022-12-23 19:07,37.226333,126.156556,520,-,-,-,-,-,-,4.3,合合辑,333,-6.8,1015.7,-
傣利档,2022-12-23 19:08,37.226333,126.156556,516,-,-,-,-,-,-,4.2,合合辑,332,-6.7,1015.7,-
傣利档,2022-12-23 19:09,37.226333,126.156556,515,-,-,-,-,-,-,4.2,辑合辑,295,-6.7,1015.7,-
傣利档,2022-12-23 19:10,37.226333,126.156556,513,-,-,-,-,-,-,5.6,辑合辑,303,-6.7,1015.8,-
傣利档,2022-12-23 19:11,37.226333,126.156556,509,-,-,-,-,-,-,3.6,合辑,309,-6.7,1015.8,-
傣利档,2022-12-23 19:12,37.226333,126.156556,507,-,-,-,-,-,-,3.3,辑,278,-6.7,1015.8,-
傣利档,2022-12-23 19:13,37.226333,126.156556,507,-,-,-,-,-,-,3.8,合辑,307,-6.7,1015.9,-
傣利档,2022-12-23 19:14,37.226333,126.156556,504,-,-,-,-,-,-,3,合,1,-6.7,1015.9,-
傣利档,2022-12-23 19:15,37.226333,126.156556,503,-,-,-,-,-,-,4.4,辑合辑,303,-6.8,1015.9,-
傣利档,2022-12-23 19:16,37.226333,126.156556,502,-,-,-,-,-,-,3.3,辑合辑,294,-6.8,1015.9,-
傣利档,2022-12-23 19:17,37.226333,126.156556,498,-,-,-,-,-,-,5.6,合辑,307,-6.8,1015.8,-
傣利档,2022-12-23 19:18,37.226333,126.156556,495,-,-,-,-,-,-,2.7,合辑,326,-6.9,1016,-
傣利档,2022-12-23 19:19,37.226333,126.156556,493,-,-,-,-,-,-,2.1,辑合辑,299,-6.9,1016,-
傣利档,2022-12-23 19:20,37.226333,126.156556,490,-,-,-,-,-,-,5.8,合合辑,335,-6.9,1016,-
傣利档,2022-12-23 19:21,37.226333,126.156556,487,-,-,-,-,-,-,3.4,合合辑,342,-6.9,1015.9,-
傣利档,2022-12-23 19:22,37.226333,126.156556,484,-,-,-,-,-,-,2.6,合辑,307,-6.9,1016,-
傣利档,2022-12-23 19:23,37.226333,126.156556,481,-,-,-,-,-,-,3.8,辑合辑,295,-6.9,1015.9,-
傣利档,2022-12-23 19:24,37.226333,126.156556,479,-,-,-,-,-,-,3.7,合辑,318,-6.9,1015.9,-
傣利档,2022-12-23 19:25,37.226333,126.156556,477,-,-,-,-,-,-,5,辑合辑,290,-6.9,1015.8,-
傣利档,2022-12-23 19:26,37.226333,126.156556,474,-,-,-,-,-,-,5.9,辑合辑,302,-6.9,1015.8,-
傣利档,2022-12-23 19:27,37.226333,126.156556,472,-,-,-,-,-,-,5.7,辑合辑,302,-7,1015.8,-
傣利档,2022-12-23 19:28,37.226333,126.156556,470,-,-,-,-,-,-,4.1,辑合辑,291,-7,1015.8,-
傣利档,2022-12-23 19:29,37.226333,126.156556,468,-,-,-,-,-,-,3,合辑,316,-6.9,1015.9,-
傣利档,2022-12-23 19:30,37.226333,126.156556,465,-,-,-,-,-,-,4.9,辑合辑,283,-6.9,1015.8,-
傣利档,2022-12-23 19:31,37.226333,126.156556,464,-,-,-,-,-,-,5.3,辑合辑,290,-6.8,1015.8,-
傣利档,2022-12-23 19:32,37.226333,126.156556,460,-,-,-,-,-,-,5.1,辑合辑,284,-6.8,1015.8,-
傣利档,2022-12-23 19:33,37.226333,126.156556,457,-,-,-,-,-,-,5.1,辑合辑,286,-6.8,1015.9,-
傣利档,2022-12-23 19:34,37.226333,126.156556,456,-,-,-,-,-,-,3.4,合辑,310,-6.8,1016,-
傣利档,2022-12-23 19:35,37.226333,126.156556,453,-,-,-,-,-,-,2.9,合辑,323,-6.8,1016,-
傣利档,2022-12-23 19:36,37.226333,126.156556,450,-,-,-,-,-,-,4.6,合合辑,333,-6.8,1016,-
傣利档,2022-12-23 19:37,37.226333,126.156556,448,-,-,-,-,-,-,5,合辑,311,-6.8,1015.8,-
傣利档,2022-12-23 19:38,37.226333,126.156556,446,-,-,-,-,-,-,5.5,辑合辑,295,-6.8,1015.9,-
傣利档,2022-12-23 19:39,37.226333,126.156556,443,-,-,-,-,-,-,2.5,合合辑,341,-6.8,1016,-
傣利档,2022-12-23 19:40,37.226333,126.156556,441,-,-,-,-,-,-,4.2,辑,271,-6.8,1015.9,-
傣利档,2022-12-23 19:41,37.226333,126.156556,438,-,-,-,-,-,-,2.9,辑合辑,292,-6.8,1016,-
傣利档,2022-12-23 19:42,37.226333,126.156556,436,-,-,-,-,-,-,3.9,合辑,307,-6.8,1016.1,-
傣利档,2022-12-23 19:43,37.226333,126.156556,434,-,-,-,-,-,-,3.9,合,6,-6.7,1015.9,-
傣利档,2022-12-23 19:44,37.226333,126.156556,431,-,-,-,-,-,-,3.3,合合悼,16,-6.8,1016,-
傣利档,2022-12-23 19:45,37.226333,126.156556,429,-,-,-,-,-,-,2,合合辑,338,-6.8,1016.1,-
傣利档,2022-12-23 19:46,37.226333,126.156556,427,-,-,-,-,-,-,2.7,合合辑,339,-6.8,1016.2,-
傣利档,2022-12-23 19:47,37.226333,126.156556,424,-,-,-,-,-,-,4.8,合辑,321,-6.8,1016.2,-
傣利档,2022-12-23 19:48,37.226333,126.156556,422,-,-,-,-,-,-,8.5,合合辑,342,-6.8,1016.3,-
傣利档,2022-12-23 19:49,37.226333,126.156556,418,-,-,-,-,-,-,5.6,合合辑,330,-6.8,1016.3,-
傣利档,2022-12-23 19:50,37.226333,126.156556,414,-,-,-,-,-,-,6.2,合辑,324,-6.9,1016.2,-
傣利档,2022-12-23 19:51,37.226333,126.156556,413,-,-,-,-,-,-,7.4,辑合辑,295,-6.9,1016,-
傣利档,2022-12-23 19:52,37.226333,126.156556,411,-,-,-,-,-,-,3.9,辑合辑,291,-6.8,1016.2,-
傣利档,2022-12-23 19:53,37.226333,126.156556,407,-,-,-,-,-,-,3.9,辑合辑,295,-6.8,1016.1,-
傣利档,2022-12-23 19:54,37.226333,126.156556,407,-,-,-,-,-,-,5.6,辑合辑,303,-6.8,1016.1,-
傣利档,2022-12-23 19:55,37.226333,126.156556,404,-,-,-,-,-,-,4.7,合辑,311,-6.8,1016.2,-
傣利档,2022-12-23 19:56,37.226333,126.156556,401,-,-,-,-,-,-,3.2,辑合辑,290,-6.8,1016.1,-
傣利档,2022-12-23 19:57,37.226333,126.156556,399,-,-,-,-,-,-,4,辑合辑,298,-6.9,1016.1,-
傣利档,2022-12-23 19:58,37.226333,126.156556,398,-,-,-,-,-,-,5.1,合合辑,348,-6.9,1016.2,-
傣利档,2022-12-23 19:59,37.226333,126.156556,394,-,-,-,-,-,-,4.1,合辑,324,-6.8,1016,-
傣利档,2022-12-23 20:00,37.226333,126.156556,392,-,-,-,-,-,-,3.7,辑合辑,300,-6.8,1016,-
傣利档,2022-12-23 20:01,37.226333,126.156556,388,-,-,-,-,-,-,3.2,辑合辑,301,-6.7,1016,-
傣利档,2022-12-23 20:02,37.226333,126.156556,386,-,-,-,-,-,-,3.3,合辑,321,-6.7,1016,-
傣利档,2022-12-23 20:03,37.226333,126.156556,383,-,-,-,-,-,-,4.3,合辑,307,-6.7,1015.8,-
傣利档,2022-12-23 20:04,37.226333,126.156556,381,-,-,-,-,-,-,2.1,合合辑,327,-6.7,1015.9,-
傣利档,2022-12-23 20:05,37.226333,126.156556,379,-,-,-,-,-,-,4.3,合辑,310,-6.7,1015.9,-
傣利档,2022-12-23 20:06,37.226333,126.156556,377,-,-,-,-,-,-,3.7,合辑,324,-6.7,1015.9,-
傣利档,2022-12-23 20:07,37.226333,126.156556,375,-,-,-,-,-,-,2.7,合辑,312,-6.7,1015.9,-
傣利档,2022-12-23 20:08,37.226333,126.156556,373,-,-,-,-,-,-,3,合辑,312,-6.8,1016,-
傣利档,2022-12-23 20:09,37.226333,126.156556,369,-,-,-,-,-,-,2.3,巢巢悼,166,-6.8,1015.9,-
傣利档,2022-12-23 20:10,37.226333,126.156556,367,-,-,-,-,-,-,3,辑合辑,297,-6.8,1016.1,-
傣利档,2022-12-23 20:11,37.226333,126.156556,365,-,-,-,-,-,-,6.7,辑合辑,288,-6.8,1015.9,-
傣利档,2022-12-23 20:12,37.226333,126.156556,363,-,-,-,-,-,-,5,辑,271,-6.8,1015.9,-
傣利档,2022-12-23 20:13,37.226333,126.156556,360,-,-,-,-,-,-,5,辑合辑,288,-6.8,1016.1,-
傣利档,2022-12-23 20:14,37.226333,126.156556,358,-,-,-,-,-,-,3.4,合合辑,327,-6.8,1016.2,-
傣利档,2022-12-23 20:15,37.226333,126.156556,355,-,-,-,-,-,-,2.1,辑巢辑,254,-6.7,1016.1,-
傣利档,2022-12-23 20:16,37.226333,126.156556,352,-,-,-,-,-,-,3.1,合合辑,337,-6.7,1016.1,-
傣利档,2022-12-23 20:17,37.226333,126.156556,349,-,-,-,-,-,-,4.8,辑合辑,303,-6.7,1016.3,-
傣利档,2022-12-23 20:18,37.226333,126.156556,347,-,-,-,-,-,-,5.4,合,358,-6.7,1016.2,-
傣利档,2022-12-23 20:19,37.226333,126.156556,344,-,-,-,-,-,-,4.2,合合辑,340,-6.7,1016.2,-
傣利档,2022-12-23 20:20,37.226333,126.156556,341,-,-,-,-,-,-,5.3,辑,272,-6.7,1015.9,-
傣利档,2022-12-23 20:21,37.226333,126.156556,339,-,-,-,-,-,-,5.8,辑,281,-6.7,1016,-
傣利档,2022-12-23 20:22,37.226333,126.156556,335,-,-,-,-,-,-,4.2,辑合辑,300,-6.7,1016.1,-
傣利档,2022-12-23 20:23,37.226333,126.156556,334,-,-,-,-,-,-,4.2,辑,277,-6.7,1016.1,-
傣利档,2022-12-23 20:24,37.226333,126.156556,333,-,-,-,-,-,-,5.7,辑,281,-6.7,1016.1,-
傣利档,2022-12-23 20:25,37.226333,126.156556,329,-,-,-,-,-,-,4.6,辑合辑,282,-6.7,1016.2,-
傣利档,2022-12-23 20:26,37.226333,126.156556,327,-,-,-,-,-,-,6.8,辑合辑,294,-6.8,1016.1,-
傣利档,2022-12-23 20:27,37.226333,126.156556,324,-,-,-,-,-,-,4,辑合辑,298,-6.8,1016.1,-
傣利档,2022-12-23 20:28,37.226333,126.156556,322,-,-,-,-,-,-,6,辑合辑,295,-6.8,1016.1,-
傣利档,2022-12-23 20:29,37.226333,126.156556,320,-,-,-,-,-,-,6,辑合辑,293,-6.8,1016.1,-
傣利档,2022-12-23 20:30,37.226333,126.156556,318,-,-,-,-,-,-,8.7,辑合辑,297,-6.9,1016.1,-
傣利档,2022-12-23 20:31,37.226333,126.156556,315,-,-,-,-,-,-,7.1,辑合辑,285,-6.9,1016,-
傣利档,2022-12-23 20:32,37.226333,126.156556,312,-,-,-,-,-,-,6.5,辑合辑,294,-6.9,1016.1,-
傣利档,2022-12-23 20:33,37.226333,126.156556,309,-,-,-,-,-,-,4.2,辑合辑,301,-6.9,1016.2,-
傣利档,2022-12-23 20:34,37.226333,126.156556,307,-,-,-,-,-,-,2.3,合合辑,328,-6.9,1016.3,-
傣利档,2022-12-23 20:35,37.226333,126.156556,305,-,-,-,-,-,-,4.1,辑合辑,285,-6.8,1016.2,-
傣利档,2022-12-23 20:36,37.226333,126.156556,303,-,-,-,-,-,-,3.8,辑合辑,297,-6.8,1016.3,-
傣利档,2022-12-23 20:37,37.226333,126.156556,301,-,-,-,-,-,-,3.9,辑合辑,293,-6.7,1016.2,-
傣利档,2022-12-23 20:38,37.226333,126.156556,298,-,-,-,-,-,-,3,辑合辑,299,-6.7,1016.3,-
傣利档,2022-12-23 20:39,37.226333,126.156556,295,-,-,-,-,-,-,2.7,辑合辑,299,-6.7,1016.3,-
傣利档,2022-12-23 20:40,37.226333,126.156556,294,-,-,-,-,-,-,2.7,合合辑,335,-6.7,1016.3,-
傣利档,2022-12-23 20:41,37.226333,126.156556,291,-,-,-,-,-,-,3.6,辑合辑,294,-6.7,1016.3,-
傣利档,2022-12-23 20:42,37.226333,126.156556,288,-,-,-,-,-,-,2.6,合辑,314,-6.7,1016.4,-
傣利档,2022-12-23 20:43,37.226333,126.156556,285,-,-,-,-,-,-,3,合合辑,342,-6.7,1016.4,-
傣利档,2022-12-23 20:44,37.226333,126.156556,283,-,-,-,-,-,-,2.3,合辑,322,-6.7,1016.4,-
傣利档,2022-12-23 20:45,37.226333,126.156556,281,-,-,-,-,-,-,3.7,合辑,315,-6.7,1016.3,-
傣利档,2022-12-23 20:46,37.226333,126.156556,278,-,-,-,-,-,-,2.1,辑,268,-6.7,1016.3,-
傣利档,2022-12-23 20:47,37.226333,126.156556,275,-,-,-,-,-,-,3.4,合辑,305,-6.7,1016.3,-
傣利档,2022-12-23 20:48,37.226333,126.156556,273,-,-,-,-,-,-,3.5,辑合辑,299,-6.6,1016.2,-
傣利档,2022-12-23 20:49,37.226333,126.156556,271,-,-,-,-,-,-,3.2,合辑,316,-6.5,1016.3,-
傣利档,2022-12-23 20:50,37.226333,126.156556,270,-,-,-,-,-,-,5.1,辑合辑,295,-6.5,1016.2,-
傣利档,2022-12-23 20:51,37.226333,126.156556,267,-,-,-,-,-,-,4.3,合辑,326,-6.6,1016.3,-
傣利档,2022-12-23 20:52,37.226333,126.156556,265,-,-,-,-,-,-,4.5,辑合辑,294,-6.6,1016.2,-
傣利档,2022-12-23 20:53,37.226333,126.156556,263,-,-,-,-,-,-,5,辑,276,-6.7,1016.2,-
傣利档,2022-12-23 20:54,37.226333,126.156556,262,-,-,-,-,-,-,5.3,辑合辑,288,-6.7,1016.2,-
傣利档,2022-12-23 20:55,37.226333,126.156556,259,-,-,-,-,-,-,2,辑合辑,289,-6.7,1016.3,-
傣利档,2022-12-23 20:56,37.226333,126.156556,258,-,-,-,-,-,-,4,辑,270,-6.7,1016.4,-
傣利档,2022-12-23 20:57,37.226333,126.156556,255,-,-,-,-,-,-,6.2,辑合辑,294,-6.6,1016.4,-
傣利档,2022-12-23 20:58,37.226333,126.156556,253,-,-,-,-,-,-,3.5,辑合辑,289,-6.7,1016.4,-
傣利档,2022-12-23 20:59,37.226333,126.156556,250,-,-,-,-,-,-,5.5,辑,270,-6.7,1016.4,-
傣利档,2022-12-23 21:00,37.226333,126.156556,248,-,-,-,-,-,-,3.7,辑,276,-6.7,1016.5,-
傣利档,2022-12-23 21:01,37.226333,126.156556,247,-,-,-,-,-,-,3.2,辑合辑,302,-6.7,1016.6,-
傣利档,2022-12-23 21:02,37.226333,126.156556,244,-,-,-,-,-,-,2.7,合合辑,327,-6.7,1016.6,-
傣利档,2022-12-23 21:03,37.226333,126.156556,240,-,-,-,-,-,-,3.7,合,351,-6.7,1016.7,-
傣利档,2022-12-23 21:04,37.226333,126.156556,238,-,-,-,-,-,-,1.2,合悼,48,-6.7,1016.6,-
傣利档,2022-12-23 21:05,37.226333,126.156556,235,-,-,-,-,-,-,1,辑合辑,285,-6.6,1016.6,-
傣利档,2022-12-23 21:06,37.226333,126.156556,233,-,-,-,-,-,-,1.2,辑巢辑,249,-6.6,1016.5,-
傣利档,2022-12-23 21:07,37.226333,126.156556,231,-,-,-,-,-,-,2.4,辑合辑,299,-6.6,1016.7,-
傣利档,2022-12-23 21:08,37.226333,126.156556,227,-,-,-,-,-,-,2.5,合辑,311,-6.6,1016.6,-
傣利档,2022-12-23 21:09,37.226333,126.156556,225,-,-,-,-,-,-,3.5,合辑,304,-6.6,1016.5,-
傣利档,2022-12-23 21:10,37.226333,126.156556,224,-,-,-,-,-,-,1.9,辑巢辑,242,-6.6,1016.5,-
傣利档,2022-12-23 21:11,37.226333,126.156556,221,-,-,-,-,-,-,4.1,合合辑,331,-6.6,1016.4,-
傣利档,2022-12-23 21:12,37.226333,126.156556,220,-,-,-,-,-,-,1.2,合辑,326,-6.6,1016.4,-
傣利档,2022-12-23 21:13,37.226333,126.156556,218,-,-,-,-,-,-,4.8,合合辑,334,-6.6,1016.5,-
傣利档,2022-12-23 21:14,37.226333,126.156556,216,-,-,-,-,-,-,2.3,合,0,-6.6,1016.4,-
傣利档,2022-12-23 21:15,37.226333,126.156556,214,-,-,-,-,-,-,4.3,辑合辑,296,-6.6,1016.4,-
傣利档,2022-12-23 21:16,37.226333,126.156556,213,-,-,-,-,-,-,4,合合辑,330,-6.6,1016.4,-
傣利档,2022-12-23 21:17,37.226333,126.156556,209,-,-,-,-,-,-,2.6,辑合辑,288,-6.6,1016.5,-
傣利档,2022-12-23 21:18,37.226333,126.156556,207,-,-,-,-,-,-,2.2,合辑,323,-6.6,1016.4,-
傣利档,2022-12-23 21:19,37.226333,126.156556,205,-,-,-,-,-,-,2.8,合,7,-6.6,1016.4,-
傣利档,2022-12-23 21:20,37.226333,126.156556,203,-,-,-,-,-,-,3.8,合,356,-6.5,1016.4,-
傣利档,2022-12-23 21:21,37.226333,126.156556,201,-,-,-,-,-,-,0.8,合,8,-6.5,1016.5,-
傣利档,2022-12-23 21:22,37.226333,126.156556,199,-,-,-,-,-,-,2.3,巢辑,225,-6.5,1016.4,-
傣利档,2022-12-23 21:23,37.226333,126.156556,197,-,-,-,-,-,-,2.7,辑合辑,303,-6.5,1016.5,-
傣利档,2022-12-23 21:24,37.226333,126.156556,194,-,-,-,-,-,-,3.4,辑合辑,296,-6.5,1016.6,-
傣利档,2022-12-23 21:25,37.226333,126.156556,193,-,-,-,-,-,-,3.6,合,349,-6.5,1016.5,-
傣利档,2022-12-23 21:26,37.226333,126.156556,191,-,-,-,-,-,-,4.2,合辑,315,-6.5,1016.6,-
傣利档,2022-12-23 21:27,37.226333,126.156556,189,-,-,-,-,-,-,3.5,辑,281,-6.6,1016.5,-
傣利档,2022-12-23 21:28,37.226333,126.156556,187,-,-,-,-,-,-,3.3,辑,263,-6.6,1016.4,-
傣利档,2022-12-23 21:29,37.226333,126.156556,185,-,-,-,-,-,-,4.2,辑合辑,284,-6.6,1016.4,-
傣利档,2022-12-23 21:30,37.226333,126.156556,183,-,-,-,-,-,-,4,辑合辑,300,-6.6,1016.6,-
傣利档,2022-12-23 21:31,37.226333,126.156556,182,-,-,-,-,-,-,5.3,合合辑,347,-6.6,1016.6,-
傣利档,2022-12-23 21:32,37.226333,126.156556,179,-,-,-,-,-,-,4.7,合辑,305,-6.6,1016.6,-
傣利档,2022-12-23 21:33,37.226333,126.156556,178,-,-,-,-,-,-,3,合辑,326,-6.6,1016.6,-
傣利档,2022-12-23 21:34,37.226333,126.156556,176,-,-,-,-,-,-,7.6,辑合辑,295,-6.6,1016.5,-
傣利档,2022-12-23 21:35,37.226333,126.156556,174,-,-,-,-,-,-,5.8,合辑,324,-6.6,1016.7,-
